data,target
"b'is there profit in reforming the poor? the english experience, 1812-1855'",2
b'industrial and occupational mobility following job displacement',2
b'studies of the economic impacts of global environmental change',2
b'computation trees and circuits with functions of k-valued logic',15
b'on measurement with theory  a bayesian approach to dynamic macroedconomics',2
b'static and dynamic configurations in liquid crystals',6
b'the organization of large earthquakes',3
"b'dynamics of compact, extended celestial bodies in strong gravitational fields'",4
b'laboratory and field studies linking anisotropic electrical conductivity and mantle deformation',3
b'experience for undergraduates (reu) site in sociology',12
b'physics of two-phase media  applications to earth evolution',3
b'phytoplankton photochemical budgets  translating optical measurements to productivity',10
b'the relationship between informality and system support  a comparison of formal and informal sector workers in mexico and costa',11
b'automatic verification of finite-state concurrent systems in hardware and software',13
b'experimental and theoretical investigation of mechanical properties of rocks with two solid phases',3
b'measuring black-white wage inequality among women',2
b'mathematical sciences  topics in nested row and column design',14
b'an astral-based support environment for formal software development of realtime systems',13
b'global studies of einstein spacetmes',4
b'storm-induced spawning by the atlantic menhaden',10
b'qeib  spatially-distributed population models with external forcing and spatial control',6
b'social and psychological aspects of marital and non-marital relationships.',12
b'qeib  statistical issues in combining data for phylogenetic analysis',14
b'three-dimensional modeling of contaminants transport in subsurface environment  from the land surface through the unsaturated zone and fully saturated aquifers',5
b'ecosim  a proposal for null models software',1
b'models of socio-economic change  social learning and social integration',2
b'social networks of migrant women in senegal and the spread of hiv',12
b'reparameterization and longitudinal modeling',14
b'u.s. globec  cross-frontal distributions and exchange of zooplankton on georges bank',10
b'imaging the mechanics of shallow subduction  the oaxaca gps array',3
b'advances in code scheduling and register allocation for delayed load architectures',13
b'resource control in communication systems with time- varying characteristics',8
b'workshop on scientific uses of cdsn data',3
b'strategic information manipulation as a model of assets and aggregate fluctuations',2
b'political science  politics and protest in new democracies',11
b'guaranteeing hard real-time deadlines in fddi networks',8
b'observations of the earthquake cycle from european space agency (ers) and advance land observing satellite (alos) synthetic aperture radar interferometry',3
b'dynamic latent variable models-likelihood evaluation',2
b'marine biotech fellowship  the development and use of molecular genetic techniques for the study of fe reduction in a marine eubacterium',10
"b'communication support for , multimedia applications'",8
b'bayesian econometric modeling and nonparametric identification',2
"b'detection, estimation and optimization problems in stochastic systems, genetics and economics'",14
"b'dataflow networks  calculi, axiomatics, and algebraic semantics'",13
b'u.s. participation in the development of a transnational database on family income',2
"b""patriotism, political participation, and popular support for governing institutions  native american challenges to 'politics'""",11
